timestamp,emotion_count,emotion,count,z_score,rank
2024-12-01,neutral: 198609,neutral,198609,4.482215376378685,1
2024-12-01,admiration: 19425,admiration,19425,0.12409267235234393,2
2024-12-01,approval: 15099,approval,15099,0.018875472057574595,3
2024-12-04,neutral: 230359,neutral,230359,5.254440551912417,1
2024-12-04,admiration: 20270,admiration,20270,0.14464480694528895,2
2024-12-04,approval: 17269,approval,17269,0.07165432657436828,3
2024-12-07,neutral: 220334,neutral,220334,5.010611972865939,1
2024-12-07,admiration: 23237,admiration,23237,0.21680833752193726,2
2024-12-07,approval: 18653,approval,18653,0.1053160476118072,3
